wn_calc,gA_calc,upper_lev_id,lower_lev_id
23.9535,42510000,481,33
17.9873,11690000,481,71
24.2958,11090000,481,30
33.0682,23000000,478,3
23.4136,23750000,483,37
24.3325,22930000,483,30
23.9902,14200000,483,33
21.9399,11400000,483,49
33.1229,33850000,482,3
22.6891,18770000,482,44
29.7799,11260000,485,9
23.5138,34080000,486,38
29.903,167300000,489,9
28.9852,36810000,489,11
20.4648,17440000,489,60
33.2701,17850000,487,3
21.0145,14050000,488,57
23.6088,68030000,490,37
24.1854,45490000,490,33
22.8869,44750000,490,44
17.9903,26180000,490,73
33.3207,11450000,490,3
21.0612,10790000,491,57
26.9533,1002000000,80,81
24.9507,969100000,80,82
24.1962,364700000,80,85
24.9012,315200000,80,83
23.8816,154300000,80,86
18.6926,118700000,80,99
19.7826,31280000,80,98
18.3842,27700000,80,100
24.2649,15160000,80,84
17.6684,14570000,80,101
20.853,12670000,80,97
23.6977,11970000,80,87
26.9485,67120000,79,81
24.9459,66910000,79,82
24.1914,25260000,79,85
24.8964,19350000,79,83
23.8768,10830000,79,86
